productTitle,originalPrice,price,sold,tagText,price_clean,original_price_clean,has_discount,discount_pct,free_shipping,category,title_length,title_word_count,price_tier,category_encoded,price_tier_encoded,log_price
"4 Pieces Outdoor Patio Furniture Modern Conversation Black Bistro Set with Loveseat Tea Table for Home, Lawn and Balcony",$181.98,$84.99,2,Free shipping,84.99,181.98,True,53.297065611605674,1,Table,120,19,Mid-Range ($50-150),9,1,4.454231010422805
"Baysitone Clear Dining Chairs Set of 4, Modern Kitchen Chairs with Transparent Seat, Dark Brown Acrylic Accent",,$159.46,0,Free shipping,159.46,,False,0.0,1,Chair,110,17,Premium ($150-300),2,2,5.07804469032551
"4 Pieces Patio Conversation Set, Outside Rattan Sectional Sofa, Cushioned Furniture Set, Wicker Sofa Ideal for Garden, Backyard",$486.32,$237.16,1,Free shipping,237.16,486.32,True,51.23375555189998,1,Sofa,127,18,Premium ($150-300),7,2,5.472942716707521
"4-Piece Outdoor Patio Furniture Set, Wicker Rattan Sectional Sofa Couch with Glass Coffee Table | Black",,$250.92,0,Free shipping,250.92,,False,0.0,1,Table,103,16,Premium ($150-300),9,2,5.529111576792769
4/5/6/7/8 Pieces Patio Furniture Set Rattan Outside Furniture Wicker Sofa Garden Conversation Sets,,$158.66,1,Free shipping,158.66,,False,0.0,1,Sofa,98,13,Premium ($150-300),7,2,5.073046554217653
"Living Room Convertible Sectional Sofa, L Shaped Couch for Small Apartment, Reversible Sectional Couch, Velvet Black",,$549.9,2,Free shipping,549.9,,False,0.0,1,Sofa,116,16,Luxury ($300+),7,3,6.311553304478671
Austin 8 Drawer Double Dresser dressers for bedroom makeup vanity silla de maquillaje bedroom furniture,,$144.71,4,Free shipping,144.71,,False,0.0,1,Bed,103,15,Mid-Range ($50-150),0,1,4.981618345025764
Modern Lift Top Coffee Table Wooden Furniture with Storage Shelf and Hidden Compartment for Living Room Office,,$66.12,18,Free shipping,66.12,,False,0.0,1,Table,110,17,Mid-Range ($50-150),9,1,4.206482062158951
"Sofa Sectional Deep 3-Seat Couch with Ottoman,Chenille Sofa Sleeper Comfy Upholstered Furniture for Living Room,Beige Couch","$1,111.68",$549.84,4,Free shipping,549.84,1111.68,True,50.53972366148531,1,Sofa,123,16,Luxury ($300+),7,3,6.311444385858925
Mid-Century Modern 2-Door Reeded TV Stand for TVs Up to 65” Mocha Furniture Cabinet Stands Table Supports Living Room Home,,$169.64,3,Free shipping,169.64,,False,0.0,1,Table,122,20,Premium ($150-300),9,2,5.139556074163095
Tv Table Simple TV Cabinet Free Shipping Stand Living Room Furniture Home,,$59.45,0,Free shipping,59.45,,False,0.0,1,Table,73,12,Mid-Range ($50-150),9,1,4.101816577060802
Vanity Desk With Stool Makeup Vanity Table Set 3 Color Lighting Modes Brightness Adjustable Dressers for Bedroom Furniture Girls,$369.77,$208.46,7,Free shipping,208.46,369.77,True,43.624415177001914,1,Table,128,19,Premium ($150-300),9,2,5.344532790344999
4 Pieces Patio Furniture Set Outdoor Patio Conversation Sets Poolside Lawn Chairs with Glass Coffee Table Porch Furniture (Blue),,$154.93,0,Free shipping,154.93,,False,0.0,1,Chair,128,19,Premium ($150-300),2,2,5.049407188596794
"Tribesigns Computer Desk, Modern Simple 47 inch Home Office Desk Study Table Writing Desk with 2 Storage Drawers",,$121.16,0,Free shipping,121.16,,False,0.0,1,Table,112,18,Mid-Range ($50-150),9,1,4.805331660910377
Small Japanese Luxury Coffee Tables Unusual Entryways Modern Corner Coffee Table Cute Round Mesa De Centro Living Room Furniture,$314.56,$151.28,15,Free shipping,151.28,314.56,True,51.90742624618515,1,Table,128,19,Premium ($150-300),9,2,5.0257209315142966
1pc Swing chair sunshade waterproof sunscreen garden swing canopy for picnics meeting activities outdoor furniture accessories,$13.35,$10.85,5,Free shipping,10.85,13.35,True,18.726591760299627,1,Chair,126,16,Budget (<$50),2,0,2.47232786758114
Patio Porch Furniture Sets 3 Pieces PE Rattan Wicker Chairs with Table Outdoor Garden Furniture Sets (Brown/Beige),,$121.51,1,Free shipping,121.51,,False,0.0,1,Chair,114,17,Mid-Range ($50-150),2,1,4.808192659306079
"Velvet Sectional Convertible Sofa with Chaise, 106.5"" L Shape Sectional Sofa Couch with USB,L Shape Sofa",,$413.17,0,Free shipping,413.17,,False,0.0,1,Sofa,104,16,Luxury ($300+),7,3,6.026276517560025
Dressing Table for Bedroom Furniture Home 4 Cabinets & Time Display Makeup Vanity Table Set Vanity Desk With Mirror and Lights,$377.01,$212.67,6,Free shipping,212.67,377.01,True,43.590355693482934,1,Table,126,21,Premium ($150-300),9,2,5.364432768754897
"Patio Furniture Outdoor Set, Terrace Sofa Set, All-weather PE Rattan with Padded Cushions, Garden Furniture Sets",$681.72,$334.86,13,Free shipping,334.86,681.72,True,50.88012673825031,1,Sofa,112,16,Luxury ($300+),7,3,5.816694406466862
Light Luxury Makeup Stools Round Stool Chairs Dressing Stool Vanity Chair Storages Bench Bedrooms Sofas Side Stools Furniture,$47.73,$26.76,5,Free shipping,26.76,47.73,True,43.93463230672533,1,Chair,125,18,Budget (<$50),2,0,3.3235961356386037
6 Drawer Dresser Dresses White Dressers Dressing Table Bedroom Furniture Home,,$197.49,0,Free shipping,197.49,,False,0.0,1,Table,77,11,Premium ($150-300),9,2,5.2907387210244865
New Dining Table Set Glass for Small Spaces Kitchen Table and Chairs for 4 Table with Chairs Home Furniture Rectangular Modern,,$146.05,15,Free shipping,146.05,,False,0.0,1,Chair,126,21,Mid-Range ($50-150),2,1,4.990772665000004
"3/4 Pieces Patio Furniture Set, Outdoor Rattan Woven Conversation Sectional L-Shaped Sofa for Backyard, Boho Detachable Lounger",,$375.69,4,Free shipping,375.69,,False,0.0,1,Sofa,127,17,Luxury ($300+),7,3,5.931422568022302
Multi-functional Inflatable Sofa Bed Lazy Chair for Adults with Five-in-One Design Home Furniture Living Room Sofas Folding Sets,,$12.79,14,Free shipping,12.79,,False,0.0,1,Chair,128,18,Budget (<$50),2,0,2.6239436918052106
Side Bed Table With LED Light Bedside Tables for the Bedroom Furniture Generic Nightstand Set of 2 LED Nightstand With 2 Drawers,$247.81,$142.68,28,Free shipping,142.68,247.81,True,42.42363100762681,1,Table,128,22,Mid-Range ($50-150),9,1,4.96758860455389
"4-Piece Patio Furniture Wicker Outdoor Bistro Set, All-Weather Chairs , Balcony and Deck with Soft Cushions and Metal Table",$425.67,$249.4,3,Free shipping,249.4,425.67,True,41.41001245095966,1,Chair,123,19,Premium ($150-300),2,2,5.523059639225943
"GYUTEI Aluminium Patio Furniture Set, 7 Pieces of Outdoor Furniture, PE Rattan with Storage Table with 2 Footstools (Beige)",,$550.15,2,Free shipping,550.15,,False,0.0,1,Table,123,19,Luxury ($300+),9,3,6.312007004409325
"Garden Furniture Sets, Outdoor PE Rattan Lounge Daybed with Retractable Canopy & 2 Folding Side Trays, Patio Furniture Set",,$295.19,3,Free shipping,295.19,,False,0.0,1,Table,122,19,Premium ($150-300),9,2,5.691001140291468
"24'' Wide Folding C Shaped End Table, Small Sofa Side Laptop Desk, Couch TV Tray Table",,$52.28,0,Free shipping,52.28,,False,0.0,1,Table,86,16,Mid-Range ($50-150),9,1,3.9755610262321337
"4-Piece Rattan Patio Furniture Set, Chairs, and Table Set for Outdoor Living Spaces, with Cushions and Metal Table",,$243.78,1,Free shipping,243.78,,False,0.0,1,Chair,114,18,Premium ($150-300),2,2,5.500359847954193
Outdoor Furniture Sets Sectional PE Rattan Outdoor Furniture Patio Conversation Set with Cushions for Balcony Lawn and Garden,,$441.86,2,Free shipping,441.86,,False,0.0,1,Other,125,18,Luxury ($300+),5,3,6.093253693010016
White Dresser for Bedroom Furnitures Toilet Furniture Makeup Table Entryway and Hallway 6 Drawer Dresser With Gold Hardware Desk,,$182.94,1,Free shipping,182.94,,False,0.0,1,Table,128,19,Premium ($150-300),9,2,5.214609617474552
Miereirl Round Nesting Coffee Table Circle Accent Tables for Small Spaces Side End Set of 2 Living Room Balcony Office,,$46.1,4,Free shipping,46.1,,False,0.0,1,Table,118,20,Budget (<$50),9,0,3.8522730010223722
Girl Free Shipping Wood Wardrobes Multifunction Storage Bedroom Designer Cupboard Clothes Drawer Vestidores Salon Furniture,,$10.24,4,Free shipping,10.24,,False,0.0,1,Bed,123,15,Budget (<$50),0,0,2.419478844465545
"Patio Furniture Sets, 7 Piece PE Rattan Wicker Sofa Set, Outdoor Sectional Furniture Chair Set, Outdoor Furniture Sets",,$277.65,3,Free shipping,277.65,,False,0.0,1,Chair,118,18,Premium ($150-300),2,2,5.629956514015546
6-Drawer Double Dresser Make Up Table Pure Black With Brushed Nickel Handles Vanity Desk Women's Furniture Makeup Dressing Table,,$142.88,7,Free shipping,142.88,,False,0.0,1,Table,128,19,Mid-Range ($50-150),9,1,4.968979618827423
"LIKIMIO Small Makeup Vanity Desk with Mirror and Lights, Vanity Table Set with Storage Drawer & Chair & 3 Shelves, Bedroom",,$114.07,0,Free shipping,114.07,,False,0.0,1,Chair,122,21,Mid-Range ($50-150),2,1,4.745540638835367
"6 Pieces Outdoor Rattan Furniture Sets with 2 Wood Armrests Swivel Rocker Chairs, 2 Ottoman, 3-Seat Sofa and Coffee Table",,$701.52,1,Free shipping,701.52,,False,0.0,1,Chair,121,20,Luxury ($300+),2,3,6.554673870553534
Flamaker 3 Pieces Patio Set Outdoor Wicker Furniture Sets Modern Rattan Chair Conversation Sets with Coffee Table,$167.87,$77.94,5,Free shipping,77.94,167.87,True,53.57121582176685,1,Chair,113,17,Mid-Range ($50-150),2,1,4.368688070234701
7pcs Outdoor Patio Table and Chairs Set of 6 Outdoor Dining Set for 6 Patio Dining Sets Back Yard Furniture Set,,$254.86,1,Free shipping,254.86,,False,0.0,1,Chair,111,21,Premium ($150-300),2,2,5.544630419888889
"2023 New Easyfashion Convertible Black Faux Leather Futon Sofa Bed, Black/White",,$132.74,9,Free shipping,132.74,,False,0.0,1,Sofa,79,11,Mid-Range ($50-150),7,1,4.895897616625833
Wicker Rattan Patio Furniture Set of 8 Chairs With Soft Cushions and 2 Square Tables With Umbrella Cutout Grey Outdoor Chair,,$554.95,1,Free shipping,554.95,,False,0.0,1,Chair,124,21,Luxury ($300+),2,3,6.320678362149258
"8 Pieces Outdoor Wicker Rattan Patio Furniture Sectional Set,Glass Top Table Hidden Storage,7 Sofa Sections, Oversized Cushions",,$534.86,5,Free shipping,534.86,,False,0.0,1,Table,127,17,Luxury ($300+),9,3,6.28387293292385
"Furinno JAYA Large Stand for Up To 50-Inch TV, Columbia Walnut/Black/Dark Brown Tv Stand Living Room Furniture",,$43.67,6,Free shipping,43.67,,False,0.0,1,Other,110,17,Budget (<$50),5,0,3.7993021353640275
"Furniture Tennyson Electric Bookcases Fireplace, Glazed Pine",,$560.47,0,Free shipping,560.47,,False,0.0,1,Other,60,7,Luxury ($300+),5,3,6.330558344434147
Gaming Chair Pink Gaming Chair for Girls Gift Office Chairs Computer Armchair Gamingchair Gamer Ergonomic Furniture,,$112.62,9,Free shipping,112.62,,False,0.0,1,Chair,115,16,Mid-Range ($50-150),2,1,4.732859547128981
"Garden Furniture 4 Pieces Sets, Outdoor Wicker Rattan Chairs Gardens with Soft Cushion and Glass Table, Garden Furniture Set",$249.6,$143.76,3,Free shipping,143.76,249.6,True,42.40384615384616,1,Chair,124,19,Mid-Range ($50-150),2,1,4.9750771986955415
"Wisteria Lane 4 Piece Outdoor Patio Furniture Sets, Wicker Conversation Set for Porch Deck, Gray Rattan Sofa Chair with Cushion",,$230.01,4,Free shipping,230.01,,False,0.0,1,Chair,127,20,Premium ($150-300),2,2,5.442460999628096
"White Vanity Desk with Mirror and Lights, Table Makeup Vanity Lights 3 Drawers Charging Station&Sliding Door,Storage Shelves",,$172.6,0,Free shipping,172.6,,False,0.0,1,Table,124,17,Premium ($150-300),9,2,5.15675380222625
"5 Piece Rope Patio Furniture,Weather Conversation Sets for Backyard with Handwoven Armchairs,Pop-Up Cool Bar Wicker Table,Beige",,$278.6,1,Free shipping,278.6,,False,0.0,1,Chair,127,16,Premium ($150-300),2,2,5.633360010359655
V13 Bar stool hotel chair living room soft stool indoor furniture,,$560,28,Free shipping,560.0,,False,0.0,1,Chair,65,11,Luxury ($300+),2,3,6.329720905522696
"2-Piece Patio Furniture Wicker Outdoor Loveseat, All-Weather Rattan Conversation for Backyard, Balcony and Deck",,$193.8,2,Free shipping,193.8,,False,0.0,1,Other,111,14,Premium ($150-300),5,2,5.271973391208435
"L Shaped Sofa, Convertible Sectional Sofa 4 Seater Sofa, with Storage Space, with Reversible Chaise Longue,107 Inch Modular Sofa",,$563.79,0,Free shipping,563.79,,False,0.0,1,Sofa,128,19,Luxury ($300+),7,3,6.336453980639853
3 Piece Patio Furniture Set Small Outdoor Wicker Rattan Front Porch Bistro Set Cushioned Chairs Conversation Poolside (Beige),,$133.31,1,Free shipping,133.31,,False,0.0,1,Chair,125,18,Mid-Range ($50-150),2,1,4.9001505609209834
Smart Bedside Table With Wireless Usb Led Light Nightstand Modern Style Bedroom Simple Wood Bedside Table Bedroom Furniture,$108.54,$60.86,1,Free shipping,60.86,108.54,True,43.928505620047915,1,Table,123,18,Mid-Range ($50-150),9,1,4.124873767256924
Chest of Drawers in the Bedroom Furniture Modern 6 Drawer Vertical Dresser Toilet Furniture Makeup Table Entryway (White) Office,,$127.44,8,Free shipping,127.44,,False,0.0,1,Table,128,19,Mid-Range ($50-150),9,1,4.855461869221313
Upgrade Mid-century Lounge chair With ottoman 100% Aniline leather Palisander black,,$899,1,Free shipping,899.0,,False,0.0,1,Chair,83,11,Luxury ($300+),2,3,6.802394763324311
"4-Piece Patio Furniture Wicker Outdoor Bistro Set,Chairs for Backyard, Balcony and Deck with Soft Cushions and Metal Table",,$294.25,2,Free shipping,294.25,,False,0.0,1,Chair,122,18,Premium ($150-300),2,2,5.687822455077471
"Living Room Furniture, Modern 3-Piece Including Three-Seater, Loveseat and Single Chair,Dutch Velvet Upholstered Sofa Set","$1,474.17",$734.58,5,Free shipping,734.58,1474.17,True,50.16992612792283,1,Chair,121,15,Luxury ($300+),2,3,6.6006593036710415
"3 Pieces Patio Furniture PE Rattan Wicker Chair Conversation Set, 26.6x12.1x19.3 inches, Assemble Easily, Sturdy&Durable",,$103.15,13,Free shipping,103.15,,False,0.0,1,Chair,120,15,Mid-Range ($50-150),2,1,4.645832167706981
"Amazon Brand - Rivet Revolve Modern Upholstered Loveseat Sofa, 56""W, Linen",,$436.33,0,Free shipping,436.33,,False,0.0,1,Sofa,74,11,Luxury ($300+),7,3,6.0806880588556576
With 2 Locks on the Top Drawers Dresser for Bedroom Furniture 31.5 Inch Wide Chest of Drawers White Toilet Furniture Makeup Desk,,$176.82,13,Free shipping,176.82,,False,0.0,1,Bed,128,22,Premium ($150-300),0,2,5.180771802692993
Outdoor Collection Wicker Cushion 4-Piece Rope Patio Backyard Living Set Rattan Garden Furniture Outdoor Table Chair Set Sets,,$438.08,0,Free shipping,438.08,,False,0.0,1,Chair,125,18,Luxury ($300+),2,3,6.084681628819116
Nordic Style Inflatable Transparent Sofa Lazy Organizer Modern Armchair Couch Single Cheap Divani Soggiorno Bedroom Furniture,$38.01,$38.01,55,Free shipping,38.01,38.01,True,0.0,1,Chair,125,16,Budget (<$50),2,0,3.663818023518565
"COLAMY Upholstered Parsons Dining Chairs Set of 4, Fabric Dining Room Kitchen Side Chair with Nailhead Trim",,$199.3,0,Free shipping,199.3,,False,0.0,1,Chair,107,17,Premium ($150-300),2,2,5.299816242671772
Vanity Desk With Stool Makeup Vanity Table Set 3 Color Lighting Modes Brightness Adjustable Dressers for Bedroom Furniture Girls,,$188.91,1,Free shipping,188.91,,False,0.0,1,Table,128,19,Premium ($150-300),9,2,5.246550275726154
Modern Lift Top Coffee Table Wooden Furniture with Storage Shelf and Hidden Compartment for Living Room Office,,$48.66,3,Free shipping,48.66,,False,0.0,1,Table,110,17,Budget (<$50),9,0,3.9051997800800207
Dressing Table for Bedroom Furniture Home 4 Cabinets & Time Display Makeup Vanity Table Set Vanity Desk With Mirror and Lights,,$198.13,1,Free shipping,198.13,,False,0.0,1,Table,126,21,Premium ($150-300),9,2,5.293957877770584
"6 Drawer Double Dresser, White Dresser for Bedroom, Dresser Organizer, Chest of Drawers for Bedroom with 6 Drawers",,$177.94,0,Free shipping,177.94,,False,0.0,1,Bed,114,18,Premium ($150-300),0,2,5.18705055411945
Elegant Living Room Furniture with Nordic Cashmere Armchair Backrest Cosmetic Chair Dining Chair Cosmetic Relaxing Leisure Chair,,$53.45,5,+Shipping: $36.4,53.45,,False,0.0,0,Chair,128,17,Mid-Range ($50-150),2,1,3.9972828493789696
"5 Pieces Outdoor Patio Sectional Sofa Couch, Gray PE Wicker Furniture Sets, Patio Conversation Sets with Washa",,$263.35,0,Free shipping,263.35,,False,0.0,1,Sofa,110,17,Premium ($150-300),7,2,5.57727398268146
Makeup Chair Light Luxury Girls' Bedroom Simple Modern Dressing Stool Backrest Ins Nail Petal Chairs Vanity Chairs Furniture,,$23.77,1,+Shipping: $86.91,23.77,,False,0.0,0,Chair,124,18,Budget (<$50),2,0,3.209633243501268
Furniture Hercules Series Folding Chair - White Resin - 4 Pack 800LB Weight Capacity Comfortable Event Chair - Light Weigh,,$94.19,0,Free shipping,94.19,,False,0.0,1,Chair,122,20,Mid-Range ($50-150),2,1,4.555874894263214
6-Drawer Double Dresser Make Up Table Pure Black With Brushed Nickel Handles Vanity Desk Women's Furniture Makeup Dressing Table,,$142.88,1,Free shipping,142.88,,False,0.0,1,Table,128,19,Mid-Range ($50-150),9,1,4.968979618827423
Wood Top for Bedroom Furnitures Closet Dresser Women's Furniture Makeup Dressing Table Make Up Table Hallway Toiletries Dressers,,$62.31,26,Free shipping,62.31,,False,0.0,1,Table,128,18,Mid-Range ($50-150),9,1,4.148043294556035
"4 Piece Patio Furniture Set, Small Backyard Bistro Rocking Chairs, Loveseat and Glass Table, Textilene Outdoor Conversation Set",,$109.8,1,Free shipping,109.8,,False,0.0,1,Chair,127,18,Mid-Range ($50-150),2,1,4.707726774313183
"Dressing Table Set wit LED Illuminated Mirror and Power Socket,7-drawer Dressing Table Storage Table,Suitable for Bedroom, White",,$221.46,0,Free shipping,221.46,,False,0.0,1,Table,128,17,Premium ($150-300),9,2,5.404747310163883
"7 Pieces Patio Furniture Set,Wicker Outdoor Conversation Set,Rattan Sectional Sofa Set w/Washable Cushions",$591.23,$289.61,11,Free shipping,289.61,591.23,True,51.01567917730833,1,Sofa,106,13,Premium ($150-300),7,2,5.671982162106403
"LED TV Stand for TV Up to 75"" Entertainment Center W/Outlets & USB Ports Media Console Cabinet W/Storage White Furniture Table",,$166.58,1,Free shipping,166.58,,False,0.0,1,Table,126,21,Premium ($150-300),9,2,5.121460849185141
Side Bed Table With LED Light Bedside Tables for the Bedroom Furniture Generic Nightstand Set of 2 LED Nightstand With 2 Drawers,$254.96,$146.97,27,Free shipping,146.97,254.96,True,42.35566363351114,1,Table,128,22,Mid-Range ($50-150),9,1,4.997009550514443
"Dresser, simple and elegant, 6 drawers double dressing table, white. Suitable for bedrooms, living rooms, and study rooms",,$278.18,0,Free shipping,278.18,,False,0.0,1,Table,121,18,Premium ($150-300),9,2,5.631856735084612
"Patio Furniture Sets - 3 Pieces Rattan Sofa Set, Outdoor Conversation Set with Tempered Glass Tabletop, Outdoor Furniture Sets",,$183.3,0,Free shipping,183.3,,False,0.0,1,Table,126,19,Premium ($150-300),9,2,5.216564864675778
"7 Pieces Patio Furniture Set, Modular Patio Set Wicker Outdoor Sectional Sofa Set PE Rattan Wicker Patio Conversation Set。",$580.46,$342.28,7,Free shipping,342.28,580.46,True,41.032973848327195,1,Sofa,122,19,Luxury ($300+),7,3,5.8385464406832694
Rattaner 7-Piece Outdoor Furniture Sets Patio Furniture Set with 45-inch Fire Pit Patio Couch Outdoor Chairs 60000 BTU Wicker Pr,,$872.74,2,Free shipping,872.74,,False,0.0,1,Chair,128,20,Luxury ($300+),2,3,6.77278284856121
"Convertible Sectional Sofa,3 Seat L-Shaped Sofa with Linen Fabric,Movable Ottoman Small Couch,Living Room and Dark Gray Couch",$375.5,$181.75,19,Free shipping,181.75,375.5,True,51.597869507323566,1,Sofa,125,17,Premium ($150-300),7,2,5.208119098629888
7-piece patio furniture set modular wicker outdoor sectional sofa PE rattan outdoor set with pillowtop cushions and coffee table,$593.19,$290.59,8,Free shipping,290.59,593.19,True,51.01232320167233,1,Table,128,19,Premium ($150-300),9,2,5.675348705993653
Nordic Minimalist Shoe Changing Bench Sofa Stool Living Room Furniture Sofa Chair Creative Black And White Checkerboard Chair,,$160.87,14,Free shipping,160.87,,False,0.0,1,Chair,125,18,Premium ($150-300),2,2,5.086793543945869
3 Piece Patio Furniture Set Small Outdoor Wicker Rattan Front Porch Bistro Set Conversation Set with Glass Table (Beige),,$154.65,6,Free shipping,154.65,,False,0.0,1,Table,120,19,Premium ($150-300),9,2,5.047609896887617
"Signature Design by Ashley Bolanburg Two Tone Farmhouse TV Stand, Fits TVs up to 72"", 3 Cabinets and Adjustable Storage Shelves,",,$461.08,1,Free shipping,461.08,,False,0.0,1,Table,128,21,Luxury ($300+),9,3,6.1357380362644065
"7 Pieces Patio Dining Set, Patented Patio Furniture Sets W/Large Rectangle Acacia Wood Table Top, Outdoor Furniture Dining Set",,$409.5,0,Free shipping,409.5,,False,0.0,1,Table,126,19,Luxury ($300+),9,3,6.017375928892483
"Patio Furniture Set 8PCS With 40"" Fire Pit Table Outdoor Sectional Sofa Set Wicker Furniture Set With Coffee Table Garden Sets","$1,025.04",$506.52,14,Free shipping,506.52,1025.04,True,50.58534301100445,1,Table,126,21,Luxury ($300+),9,3,6.229536119006428
"3-Piece Patio Outdoor Wicker Bistro Rocking Furniture Conversation Chairs for Garden, Backyard and Balcony (Tan Chairs",,$209.88,1,Free shipping,209.88,,False,0.0,1,Chair,118,16,Premium ($150-300),2,2,5.351289251314142
"Leather Sectional Sofa with Ottoman - Easy Assembly, Storage Space,Living Room Sofa",,$611.77,0,Free shipping,611.77,,False,0.0,1,Sofa,83,12,Luxury ($300+),7,3,6.417989661614439
"6 Piece Patio Furniture Conversation Set with Ottoman, Outdoor Grey Wicker Chair and Table Set",,$210.76,2,Free shipping,210.76,,False,0.0,1,Chair,94,15,Premium ($150-300),2,2,5.355453557918846
"Leasbar 3 Piece Outdoor Wicker Conversation Bistro Set, All-Weather Outdoor Patio Furniture w/Table and Cushions",,$109.89,12,Free shipping,109.89,,False,0.0,1,Table,112,15,Mid-Range ($50-150),9,1,4.708538718965125
LEEGOHOME Wardrobes Closet Cloth Bedroom Furniture 85/125/166/207x45x170cm Steel Pipe Support Storage Household,$233.9,$57.15,118,+Shipping: $225.12,57.15,233.9,True,75.56648140230867,0,Bed,111,12,Mid-Range ($50-150),0,1,4.063025878964673
Side Tables Nesting Tables Round Side Set End Set Modern Bedside Set Livingroom Sofa,,$137.27,0,Free shipping,137.27,,False,0.0,1,Table,84,14,Mid-Range ($50-150),9,1,4.929208295400526
Bedside Table Simple Modern Nordic with Lock Drawer Storage Nightstand Sideboard Multi-Layer Bedroom Storage Cabinet Furniture,$112.73,$57.2,12,Free shipping,57.2,112.73,True,49.25929211390047,1,Table,126,16,Mid-Range ($50-150),9,1,4.063885354737392
Makeup Vanity Furniture With Mirror Makeup Desk With Led Lighted Mirror in 3 Colors White for Bedroom Air Dresser Dressing Table,$270.77,$156.46,4,Free shipping,156.46,270.77,True,42.21664142999593,1,Table,128,21,Premium ($150-300),9,2,5.059171457756321
"4 Pieces Patio Furniture Set, Outdoor Conversation Sets for Patio, Lawn, Garden, Poolside with A Glass Coffee Table, Black",,$112.57,1,Free shipping,112.57,,False,0.0,1,Table,122,19,Mid-Range ($50-150),9,1,4.732419386903555
"Prepac Sonoma 8 Drawer Double Dresser for Bedroom, 15.75"" D x 59"" W x 36.25"" H, Black",,$236.04,0,Free shipping,236.04,,False,0.0,1,Bed,85,17,Premium ($150-300),0,2,5.4682289032653095
Outdoor Swing Chair Canopy Courtyard Waterproof And Dustproof Swing Sunshade Swing Top Cover Garden Patio Furniture Dust Cover,$18.89,$4.39,3,Free shipping,4.39,18.89,True,76.76019057702487,1,Chair,126,18,Budget (<$50),2,0,1.6845453849209058
"LED bedside table with wireless charging station and 3-color dimmable automatic sensor, used for bedroom furniture",,$128.3,1,Free shipping,128.3,,False,0.0,1,Table,114,16,Mid-Range ($50-150),9,1,4.8621352857778115
Coffee Table Furniture Mini Restaurant Table Basse Pour Salon Side Table Living Room Luxury His Desk Floating Window Balcony,,$70.87,21,Free shipping,70.87,,False,0.0,1,Table,124,19,Mid-Range ($50-150),9,1,4.274858931480352
"Modern Vanity Desk with Lighted Mirror, Desk Makeup Dressing Table with Power Strip, 12 LED Lights, 1 Large Drawers",,$104.08,0,Free shipping,104.08,,False,0.0,1,Table,115,19,Mid-Range ($50-150),9,1,4.654721964817339
"Patio Furniture Sets, 7 Piece PE Rattan Wicker Sofa Set, Outdoor Sectional Furniture Chair Set, Outdoor Furniture Sets",$679.94,$673.94,17,Free shipping,673.94,679.94,True,0.8824308027178868,1,Chair,118,18,Luxury ($300+),2,3,6.5146237980327895
"Outdoor Furniture Patio Sectional Sofa, 7 Piece Patio Furniture Set, All Weather PE Rattan Outdoor set with Cushions and Table",$805.33,$396.67,12,Free shipping,396.67,805.33,True,50.744415332844916,1,Table,126,20,Luxury ($300+),9,3,5.985622515624349
3 Piece Wicker Rocking Chair Outdoor Bistro Sets with Coffee Table and Cushions Metal Frame Patio Furniture（Khaki）,,$74.32,15,Free shipping,74.32,,False,0.0,1,Chair,114,17,Mid-Range ($50-150),2,1,4.3217457037889515
"Sofa Bed, 77.5"", Couch, Small Sofa, Mid Century Modern Futon Couch, Sofa Cama, Couches for Living Room Light Gray Fabric",,$285.5,1,Free shipping,285.5,,False,0.0,1,Sofa,120,20,Premium ($150-300),7,2,5.6577385361547945
"Modern Nightstands Bedside Table with LED Lights, Charging Station and Smart Occupancy Sensor with Drawers for Bedroom Furniture",,$93.51,1,Free shipping,93.51,,False,0.0,1,Table,128,18,Mid-Range ($50-150),9,1,4.548705649006965
White RSZT106W Woman Dressing Table for Bedroom Furniture 46.7“ Makeup Vanity Table With Lighted Mirror Dresser 11 LED Lights,,$185.48,4,Free shipping,185.48,,False,0.0,1,Table,125,19,Premium ($150-300),9,2,5.228323994727502
LEEGOHOME Cloth Furniture Wardrobe Closet Dresser Gray 105/130/145/170/205/250x45x170CM 26MM Painting Bold Steel Pipe Support,,$22.93,7,Free shipping,22.93,,False,0.0,1,Dresser,125,14,Budget (<$50),4,0,3.175132901920282
"110°-160° Adjustable Ergonomic Rocker Chair with Footrest, Chenille Recliner Sofa with Side Pocket for Living Room, Brown",,$336.61,0,Free shipping,336.61,,False,0.0,1,Chair,121,17,Luxury ($300+),2,3,5.821891383136194
"Bedroom Furniture: Black Double Dresser for Bedroom, 6-Drawer Wide Chest of Drawers, Traditional Bedroom Dresser",,$177.77,3,Free shipping,177.77,,False,0.0,1,Bed,112,15,Premium ($150-300),0,2,5.186100063426998
New Lazy Inflatable Sofa Chairs Large Tatami Pvc Leisure Lounger Couch Seat Living Room Bedroom Dormitory Furniture,$27.17,$27.17,31,Free shipping,27.17,27.17,True,0.0,1,Chair,115,17,Budget (<$50),2,0,3.338257581888281
Tv Stand Living Room Furniture Luxury Tv Stand Living Room Furniture 42 Inch Black Freight Free Furnitures Bookshelf Dresser,,$152.8,1,Free shipping,152.8,,False,0.0,1,Dresser,124,19,Premium ($150-300),4,2,5.035653057071544
"Leather upholstered modern convertible futon, adjustable pullout sofa bed, guest bed with removable armrests - dark green",,$189.17,0,Free shipping,189.17,,False,0.0,1,Table,121,17,Premium ($150-300),9,2,5.247918408964185
